Site,Status,Most Probable Number (MPN) of Enterococcus colonies per 100 ml,Year
"Harlem River, Muscota Marsh",Unacceptable if levels persist,41,2015
"Harlem River, Muscota Marsh",High,146,2015
"Harlem River, Muscota Marsh",High,158,2015
"Harlem River, Muscota Marsh",High,4107,2015
"Harlem River, Muscota Marsh",High,110,2015
"Harlem River, Muscota Marsh",High,1616,2015
"Harlem River, Muscota Marsh",Acceptable,10,2015
"Harlem River, Muscota Marsh",Unacceptable if levels persist,52,2015
"Harlem River, Muscota Marsh",High,253,2016
"Harlem River, Muscota Marsh",High,561,2016
"Harlem River, Muscota Marsh",Unacceptable if levels persist,41,2016
"Harlem River, Muscota Marsh",High,106,2016
"Harlem River, Muscota Marsh",Unacceptable if levels persist,52,2016
"Harlem River, Muscota Marsh",Acceptable,10,2016
"Harlem River, Muscota Marsh",Unacceptable if levels persist,63,2016
"Harlem River, Muscota Marsh",Acceptable,10,2016
"Harlem River, Muscota Marsh",Acceptable,10,2016
"Harlem River, Muscota Marsh",Unacceptable if levels persist,63,2016
"Harlem River, Muscota Marsh",Acceptable,20,2017
"Harlem River, Muscota Marsh",Unacceptable if levels persist,86,2017
"Harlem River, Muscota Marsh",Unacceptable if levels persist,41,2017
"Harlem River, Muscota Marsh",High,108,2017
"Harlem River, Muscota Marsh",Unacceptable if levels persist,96,2017
"Harlem River, Muscota Marsh",High,1296,2017
"Harlem River, Muscota Marsh",Unacceptable if levels persist,74,2017
"Harlem River, Muscota Marsh",Acceptable,31,2017
"Harlem River, Muscota Marsh",Acceptable,30,2017
"Harlem River, Muscota Marsh",Acceptable,10,2017
"Harlem River, Muscota Marsh",Acceptable,10,2017
"Harlem River, Muscota Marsh",Acceptable,10,2018
"Harlem River, Muscota Marsh",Acceptable,10,2018
"Harlem River, Muscota Marsh",Unacceptable if levels persist,41,2018
"Harlem River, Muscota Marsh",High,134,2018
"Harlem River, Muscota Marsh",High,262,2018
"Harlem River, Muscota Marsh",Unacceptable if levels persist,97,2018
"Harlem River, Muscota Marsh",High,612,2018
"Harlem River, Muscota Marsh",Unacceptable if levels persist,52,2018
"Harlem River, Muscota Marsh",Unacceptable if levels persist,84,2018
"Harlem River, Muscota Marsh",Acceptable,20,2018
"Harlem River, Muscota Marsh",High,158,2018
"Harlem River, Muscota Marsh",High,106,2018
"Harlem River, Muscota Marsh",High,909,2018
"Harlem River, Muscota Marsh",Unacceptable if levels persist,52,2018
"Harlem River, Muscota Marsh",High,197,2018
"Harlem River, Muscota Marsh",Acceptable,30,2018
"Harlem River, Muscota Marsh",High,399,2018
"Harlem River, Muscota Marsh",High,132,2018
"Harlem River, Muscota Marsh",Acceptable,10,2019
"Harlem River, Muscota Marsh",High,592,2019
"Harlem River, Muscota Marsh",Acceptable,30,2019
"Harlem River, Muscota Marsh",High,175,2019
"Harlem River, Muscota Marsh",Unacceptable if levels persist,75,2019
"Harlem River, Muscota Marsh",Acceptable,30,2019
"Harlem River, Muscota Marsh",Acceptable,31,2019
"Harlem River, Muscota Marsh",High,1039,2019
"Harlem River, Muscota Marsh",Unacceptable if levels persist,52,2019
"Harlem River, Muscota Marsh",High,122,2019
"Harlem River, Muscota Marsh",Unacceptable if levels persist,75,2019
"Harlem River, Muscota Marsh",Unacceptable if levels persist,95,2019
"Harlem River, Muscota Marsh",Acceptable,10,2019
"Harlem River, Muscota Marsh",Unacceptable if levels persist,41,2019
"Harlem River, Muscota Marsh",High,110,2019
"Harlem River, North Cove",High,173,2013
"Harlem River, North Cove",Unacceptable if levels persist,52,2013
"Harlem River, North Cove",High,404,2013
"Harlem River, North Cove",High,327,2013
"Harlem River, North Cove",High,148,2015
"Harlem River, North Cove",High,272,2015
"Harlem River, North Cove",High,199,2015
"Harlem River, North Cove",High,598,2015
"Harlem River, North Cove",Acceptable,20,2015
"Harlem River, North Cove",Acceptable,10,2015
"Harlem River, North Cove",High,201,2015
"Harlem River, North Cove",Acceptable,20,2015
"Harlem River, North Cove",Unacceptable if levels persist,52,2015
"Harlem River, North Cove",High,185,2015
"Harlem River, North Cove",Acceptable,10,2015
"Harlem River, North Cove",Acceptable,10,2015
"Harlem River, North Cove",Acceptable,10,2015
"Harlem River, North Cove",High,2254,2015
"Harlem River, North Cove",Acceptable,10,2015
"Harlem River, North Cove",Acceptable,31,2015
"Harlem River, North Cove",High,120,2015
"Harlem River, North Cove",Acceptable,10,2016
"Harlem River, North Cove",Unacceptable if levels persist,63,2016
"Harlem River, North Cove",High,226,2016
"Harlem River, North Cove",Unacceptable if levels persist,85,2016
"Harlem River, North Cove",High,183,2016
"Harlem River, North Cove",Acceptable,10,2016
"Harlem River, North Cove",Acceptable,20,2016
"Harlem River, North Cove",Unacceptable if levels persist,41,2016
"Harlem River, North Cove",Acceptable,10,2016
"Harlem River, North Cove",Unacceptable if levels persist,63,2016
"Harlem River, North Cove",Unacceptable if levels persist,96,2016
"Harlem River, North Cove",Unacceptable if levels persist,97,2016
"Harlem River, North Cove",Unacceptable if levels persist,63,2017
"Harlem River, North Cove",High,1314,2017
"Harlem River, North Cove",High,122,2017
"Harlem River, North Cove",Acceptable,20,2017
"Harlem River, North Cove",High,697,2017
"Harlem River, North Cove",High,279,2017
"Harlem River, North Cove",High,209,2017
"Harlem River, North Cove",Acceptable,10,2017
"Harlem River, North Cove",High,1918,2017
"Harlem River, North Cove",Unacceptable if levels persist,52,2017
"Harlem River, North Cove",Unacceptable if levels persist,41,2017
"Harlem River, North Cove",High,2909,2017
"Harlem River, North Cove",Acceptable,10,2017
"Harlem River, North Cove",Unacceptable if levels persist,63,2017
"Harlem River, North Cove",Acceptable,10,2017
"Harlem River, North Cove",Acceptable,20,2018
"Harlem River, North Cove",Unacceptable if levels persist,41,2018
"Harlem River, North Cove",High,1010,2018
"Harlem River, North Cove",High,160,2018
"Harlem River, North Cove",Unacceptable if levels persist,52,2018
"Harlem River, North Cove",High,3448,2018
"Harlem River, North Cove",High,473,2018
"Harlem River, North Cove",High,1137,2018
"Harlem River, North Cove",Unacceptable if levels persist,63,2018
"Harlem River, North Cove",High,496,2018
"Harlem River, North Cove",Unacceptable if levels persist,95,2018
"Harlem River, North Cove",High,368,2018
"Harlem River, North Cove",High,111,2018
"Harlem River, North Cove",High,213,2018
"Harlem River, North Cove",High,327,2018
"Harlem River, North Cove",High,1495,2018
"Harlem River, North Cove",High,2987,2018
"Harlem River, North Cove",High,269,2018
"Harlem River, North Cove",High,318,2019
"Harlem River, North Cove",High,199,2019
"Harlem River, North Cove",Unacceptable if levels persist,41,2019
"Harlem River, North Cove",High,2247,2019
"Harlem River, North Cove",High,613,2019
"Harlem River, North Cove",Unacceptable if levels persist,84,2019
"Harlem River, North Cove",Acceptable,10,2019
"Harlem River, North Cove",High,24196,2019
"Harlem River, North Cove",High,110,2019
"Harlem River, North Cove",High,279,2019
"Harlem River, North Cove",High,292,2019
"Harlem River, North Cove",Acceptable,10,2019
"Harlem River, North Cove",Unacceptable if levels persist,60,2019
"Harlem River, North Cove",High,776,2019
"Harlem River, North Cove",High,529,2019
"Harlem River, North Cove",Unacceptable if levels persist,73,2019
"Harlem River, North Cove",Acceptable,31,2019
"Harlem River, North Cove",High,120,2019
"Harlem River, North Cove Spring",Unacceptable if levels persist,41,2013
"Harlem River, North Cove Spring",High,110,2013
"Harlem River, North Cove Spring",Acceptable,20,2013
"Harlem River, North Cove Spring",High,12997,2013
"Harlem River, North Cove Spring",Acceptable,20,2013
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",High,145,2012
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",High,121,2012
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,31,2012
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",High,1789,2012
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,10,2012
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",High,318,2012
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Unacceptable if levels persist,41,2013
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",High,145,2013
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Unacceptable if levels persist,75,2013
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",High,331,2013
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Unacceptable if levels persist,94,2013
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",High,169,2013
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,10,2013
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Unacceptable if levels persist,95,2013
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,10,2013
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Unacceptable if levels persist,74,2013
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",High,158,2013
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",High,2603,2013
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",High,2035,2013
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,10,2013
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Unacceptable if levels persist,63,2013
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Unacceptable if levels persist,63,2013
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",High,148,2014
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Unacceptable if levels persist,52,2014
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,10,2014
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",High,132,2014
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,20,2014
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,31,2014
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",High,275,2014
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Unacceptable if levels persist,84,2014
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Unacceptable if levels persist,41,2014
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,10,2014
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,20,2014
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Unacceptable if levels persist,41,2014
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Unacceptable if levels persist,63,2015
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,10,2015
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,30,2015
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,10,2015
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",High,158,2015
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,10,2015
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,20,2015
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,20,2015
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,10,2015
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,10,2015
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,10,2015
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",High,1918,2015
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,10,2015
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",High,158,2015
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,10,2016
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,10,2016
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Unacceptable if levels persist,95,2016
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",High,161,2016
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,10,2016
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Unacceptable if levels persist,52,2016
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,20,2016
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,10,2016
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",Acceptable,31,2016
